Contract_ID,Opportunity_ID,Account_ID,Start_Date,End_Date,Contract_Value,Contract_Type,Renewal_Status,Cancellation_Reason,Renewal_Type,Contract_Status
CONT-003566,OPP-021651,ACC-000060,2025-01-25 13:43:46,2026-03-31 13:43:46,281106.98,Quarterly,Pending,,Product Licensing,Active
CONT-003567,OPP-021653,ACC-000057,2023-07-27 00:00:00,2023-10-25 00:00:00,69942.94,Quarterly,Non-Renewed,Business Closure,Managed Services,Inactive
CONT-003568,OPP-021656,ACC-000024,2024-10-29 13:43:46,2027-04-05 13:43:46,8525.94,Custom,Auto-Renew,,Infrastructure & Environment Setup,Active
CONT-003569,OPP-021670,ACC-000006,2024-09-24 13:43:46,2026-05-19 13:43:46,492350.61,Quarterly,Pending,,Infrastructure & Environment Setup,Active
CONT-003570,OPP-021674,ACC-000009,2022-03-26 00:00:00,2023-02-19 00:00:00,60243.41,Custom,Non-Renewed,Product Issues,Outcome-Based Contracts,Inactive
CONT-003571,OPP-021677,ACC-000038,2024-11-30 13:43:46,2026-10-20 13:43:46,60969.18,Custom,Renewed,,Managed Services,Active
CONT-003572,OPP-021687,ACC-000011,2023-11-05 00:00:00,2024-07-02 00:00:00,270136.58,Custom,Non-Renewed,Merger/Acquisition,Product Licensing,Inactive
CONT-003573,OPP-021689,ACC-000048,2024-03-05 00:00:00,2024-06-03 00:00:00,240034.58,Quarterly,Non-Renewed,Budget Constraints,Outcome-Based Contracts,Inactive
CONT-003574,OPP-021691,ACC-000050,2022-10-12 00:00:00,2023-01-10 00:00:00,263462.18,Quarterly,Non-Renewed,Competitor,Product Licensing,Inactive
CONT-003575,OPP-021696,ACC-000033,2024-04-06 00:00:00,2024-06-05 00:00:00,202661.65,Custom,Non-Renewed,Merger/Acquisition,Outcome-Based Contracts,Inactive
CONT-003576,OPP-021705,ACC-000012,2025-06-24 13:43:46,2025-10-06 13:43:46,278678.8,Quarterly,Auto-Renew,,Product Licensing,Active
CONT-003577,OPP-021711,ACC-000042,2022-01-28 00:00:00,2022-02-27 00:00:00,286967.21,Custom,Non-Renewed,Merger/Acquisition,Development Projects,Inactive
CONT-003578,OPP-021713,ACC-000028,2024-11-21 13:43:46,2025-08-05 13:43:46,498550.02,Quarterly,Auto-Renew,,Managed Services,Active
CONT-003579,OPP-021719,ACC-000026,2024-09-29 13:43:46,2027-05-25 13:43:46,18911.16,Quarterly,Renewed,,Support & Maintenance,Active
CONT-003580,OPP-021730,ACC-000026,2024-09-21 13:43:46,2026-02-23 13:43:46,309051.31,Quarterly,Renewed,,System Integration,Active
CONT-003581,OPP-021732,ACC-000033,2025-06-27 13:43:46,2027-06-08 13:43:46,427205.59,Quarterly,Pending,,Product Licensing,Active
CONT-003582,OPP-021734,ACC-000008,2021-03-01 00:00:00,2021-12-26 00:00:00,416303.03,Custom,Non-Renewed,Budget Constraints,Managed Services,Inactive
CONT-003583,OPP-021745,ACC-000043,2022-07-23 00:00:00,2022-10-21 00:00:00,43196.11,Quarterly,Non-Renewed,Merger/Acquisition,Support & Maintenance,Inactive
CONT-003584,OPP-021753,ACC-000004,2024-08-01 13:43:46,2027-04-13 13:43:46,352425.93,Custom,Pending,,Infrastructure & Environment Setup,Active
CONT-003585,OPP-021771,ACC-000051,2025-03-22 13:43:46,2027-02-14 13:43:46,176154.63,Custom,Pending,,Product Licensing,Active
CONT-003586,OPP-021778,ACC-000059,2024-12-11 13:43:46,2026-10-03 13:43:46,475631.24,Quarterly,Pending,,System Integration,Active
CONT-003587,OPP-021788,ACC-000012,2021-11-04 00:00:00,2022-11-04 00:00:00,54853.91,Annual,Non-Renewed,Product Issues,Staff Augmentation,Inactive
CONT-003588,OPP-021794,ACC-000023,2023-11-09 00:00:00,2024-01-08 00:00:00,9981.06,Custom,Non-Renewed,Merger/Acquisition,Data & Analytics Services,Inactive
CONT-003589,OPP-021801,ACC-000020,2022-12-19 00:00:00,2023-12-19 00:00:00,29639.44,Annual,Non-Renewed,Product Issues,Managed Services,Inactive
CONT-003590,OPP-021808,ACC-000012,2025-03-29 13:43:46,2025-08-20 13:43:46,474605.97,Annual,Renewed,,Professional Services,Active
CONT-003591,OPP-021810,ACC-000032,2024-12-29 13:43:46,2026-08-19 13:43:46,180815.46,Custom,Pending,,Support & Maintenance,Active
CONT-003592,OPP-021820,ACC-000050,2024-12-12 13:43:46,2027-01-02 13:43:46,332934.67,Annual,Pending,,Managed Services,Active
CONT-003593,OPP-021827,ACC-000006,2023-10-03 00:00:00,2024-01-01 00:00:00,54073.34,Custom,Non-Renewed,Business Closure,Professional Services,Inactive
CONT-003594,OPP-021829,ACC-000040,2022-12-20 00:00:00,2023-03-20 00:00:00,244820.39,Quarterly,Non-Renewed,Product Issues,Outcome-Based Contracts,Inactive
CONT-003595,OPP-021831,ACC-000021,2022-12-01 00:00:00,2023-12-01 00:00:00,325239.6,Annual,Non-Renewed,Budget Constraints,Product Licensing,Inactive
CONT-003596,OPP-021848,ACC-000034,2024-09-05 13:43:46,2025-12-05 13:43:46,376672.32,Annual,Pending,,Support & Maintenance,Active
CONT-003597,OPP-021853,ACC-000019,2021-10-18 00:00:00,2022-01-16 00:00:00,268789.7,Custom,Non-Renewed,Business Closure,Managed Services,Inactive
CONT-003598,OPP-021858,ACC-000023,2024-07-12 13:43:46,2027-06-05 13:43:46,319134.39,Annual,Renewed,,Infrastructure & Environment Setup,Active
CONT-003599,OPP-021860,ACC-000039,2024-09-09 13:43:46,2026-09-25 13:43:46,175267.77,Custom,Auto-Renew,,Staff Augmentation,Active
CONT-003600,OPP-021863,ACC-000025,2024-07-02 13:43:46,2026-01-22 13:43:46,218999.37,Annual,Renewed,,Data & Analytics Services,Active
CONT-003601,OPP-021868,ACC-000008,2021-05-05 00:00:00,2021-08-03 00:00:00,138563.32,Quarterly,Non-Renewed,Competitor,Outcome-Based Contracts,Inactive
CONT-003602,OPP-021869,ACC-000044,2025-01-12 13:43:46,2026-09-02 13:43:46,436530.21,Annual,Pending,,Data & Analytics Services,Active
CONT-003603,OPP-021877,ACC-000006,2024-08-04 13:43:46,2027-06-01 13:43:46,33261.85,Custom,Pending,,Professional Services,Active
CONT-003604,OPP-021879,ACC-000029,2025-02-03 13:43:46,2027-05-10 13:43:46,330718.17,Annual,Auto-Renew,,Professional Services,Active
CONT-003605,OPP-021881,ACC-000053,2021-12-20 00:00:00,2022-04-19 00:00:00,401897.11,Custom,Non-Renewed,Business Closure,Development Projects,Inactive
CONT-003606,OPP-021890,ACC-000025,2023-01-28 00:00:00,2023-02-27 00:00:00,251175.63,Custom,Non-Renewed,Budget Constraints,Infrastructure & Environment Setup,Inactive
CONT-003607,OPP-021896,ACC-000028,2025-05-03 13:43:46,2026-05-28 13:43:46,397708.5,Quarterly,Pending,,Data & Analytics Services,Active
CONT-003608,OPP-021897,ACC-000047,2023-01-18 00:00:00,2023-04-18 00:00:00,424066.15,Custom,Non-Renewed,Budget Constraints,System Integration,Inactive
CONT-003609,OPP-021910,ACC-000013,2024-08-15 00:00:00,2024-11-13 00:00:00,53631.16,Quarterly,Non-Renewed,Competitor,Professional Services,Inactive
CONT-003610,OPP-021912,ACC-000034,2023-10-14 00:00:00,2024-10-13 00:00:00,492076.77,Annual,Non-Renewed,Merger/Acquisition,Staff Augmentation,Inactive
CONT-003611,OPP-021931,ACC-000019,2025-02-12 13:43:46,2026-12-15 13:43:46,290441.42,Annual,Renewed,,System Integration,Active
CONT-003612,OPP-021933,ACC-000040,2021-01-02 00:00:00,2021-05-02 00:00:00,461651.79,Custom,Non-Renewed,Business Closure,Outcome-Based Contracts,Inactive
CONT-003613,OPP-021938,ACC-000052,2024-08-01 13:43:46,2027-05-30 13:43:46,467466.8,Quarterly,Renewed,,Data & Analytics Services,Active
CONT-003614,OPP-021939,ACC-000020,2024-11-30 13:43:46,2026-05-09 13:43:46,297746.31,Quarterly,Auto-Renew,,Managed Services,Active
CONT-003615,OPP-021942,ACC-000048,2021-12-03 00:00:00,2022-03-03 00:00:00,305259.23,Quarterly,Non-Renewed,Merger/Acquisition,Infrastructure & Environment Setup,Inactive
CONT-003616,OPP-021952,ACC-000016,2024-11-23 13:43:46,2027-06-13 13:43:46,230859.91,Custom,Renewed,,Managed Services,Active
CONT-003617,OPP-021954,ACC-000010,2022-10-22 00:00:00,2023-10-22 00:00:00,324241.7,Annual,Non-Renewed,Poor Service,Managed Services,Inactive
CONT-003618,OPP-021956,ACC-000040,2022-06-09 00:00:00,2023-06-09 00:00:00,376434.78,Annual,Non-Renewed,Budget Constraints,Data & Analytics Services,Inactive
CONT-003619,OPP-021967,ACC-000061,2021-12-27 00:00:00,2022-09-23 00:00:00,105613.24,Custom,Non-Renewed,Product Issues,Staff Augmentation,Inactive
CONT-003620,OPP-021973,ACC-000025,2025-01-15 13:43:46,2026-06-07 13:43:46,170247.07,Annual,Renewed,,System Integration,Active
CONT-003621,OPP-021977,ACC-000017,2025-02-13 13:43:46,2026-09-29 13:43:46,322213.38,Custom,Renewed,,Product Licensing,Active
CONT-003622,OPP-021978,ACC-000035,2024-09-16 13:43:46,2026-01-18 13:43:46,304875.95,Annual,Pending,,Development Projects,Active
CONT-003623,OPP-021987,ACC-000028,2024-10-05 13:43:46,2026-04-04 13:43:46,232254.42,Custom,Renewed,,System Integration,Active
CONT-003624,OPP-021991,ACC-000038,2025-04-14 13:43:46,2026-09-07 13:43:46,244847.61,Custom,Pending,,Product Licensing,Active
CONT-003625,OPP-021999,ACC-000054,2024-08-18 13:43:46,2026-10-03 13:43:46,17895.69,Quarterly,Auto-Renew,,Development Projects,Active
CONT-003626,OPP-022000,ACC-000026,2024-04-12 00:00:00,2025-04-12 00:00:00,155705.8,Annual,Non-Renewed,Business Closure,System Integration,Inactive
CONT-003627,OPP-022009,ACC-000006,2021-11-23 00:00:00,2022-02-21 00:00:00,434572.69,Quarterly,Non-Renewed,Business Closure,Data & Analytics Services,Inactive
CONT-003628,OPP-022011,ACC-000060,2022-02-04 00:00:00,2023-02-04 00:00:00,154424.43,Annual,Non-Renewed,Business Closure,Infrastructure & Environment Setup,Inactive
CONT-003629,OPP-022017,ACC-000060,2024-11-05 13:43:46,2025-07-24 13:43:46,99353.99,Quarterly,Auto-Renew,,Product Licensing,Active
CONT-003630,OPP-022018,ACC-000050,2024-07-19 13:43:46,2027-05-04 13:43:46,494766.38,Custom,Pending,,System Integration,Active
CONT-003631,OPP-022019,ACC-000008,2024-10-11 13:43:46,2027-04-10 13:43:46,390287.33,Custom,Auto-Renew,,Managed Services,Active
CONT-003632,OPP-022025,ACC-000051,2023-07-17 00:00:00,2023-10-15 00:00:00,100992.55,Quarterly,Non-Renewed,Budget Constraints,Support & Maintenance,Inactive
CONT-003633,OPP-022034,ACC-000003,2021-01-07 00:00:00,2021-04-07 00:00:00,402107.71,Quarterly,Non-Renewed,Poor Service,Support & Maintenance,Inactive
CONT-003634,OPP-022043,ACC-000010,2024-08-08 13:43:46,2025-09-08 13:43:46,347105.92,Quarterly,Pending,,Managed Services,Active
CONT-003635,OPP-022051,ACC-000036,2021-10-28 00:00:00,2022-10-28 00:00:00,241010.13,Annual,Non-Renewed,Budget Constraints,Outcome-Based Contracts,Inactive
CONT-003636,OPP-022052,ACC-000034,2022-06-13 00:00:00,2023-01-09 00:00:00,314206.2,Custom,Non-Renewed,Poor Service,Managed Services,Inactive
CONT-003637,OPP-022062,ACC-000052,2024-11-18 13:43:46,2026-11-08 13:43:46,130552.39,Quarterly,Auto-Renew,,Infrastructure & Environment Setup,Active
CONT-003638,OPP-022073,ACC-000044,2024-01-04 00:00:00,2025-01-03 00:00:00,439576.45,Annual,Non-Renewed,Business Closure,Staff Augmentation,Inactive
CONT-003639,OPP-022077,ACC-000027,2021-01-04 00:00:00,2021-08-02 00:00:00,398010.74,Custom,Non-Renewed,Business Closure,Data & Analytics Services,Inactive
CONT-003640,OPP-022092,ACC-000020,2023-01-19 00:00:00,2024-01-19 00:00:00,402767.81,Annual,Non-Renewed,Poor Service,Professional Services,Inactive
CONT-003641,OPP-022094,ACC-000001,2022-03-01 00:00:00,2022-06-29 00:00:00,451976.84,Custom,Non-Renewed,Budget Constraints,Professional Services,Inactive
CONT-003642,OPP-022096,ACC-000035,2025-04-07 13:43:46,2026-03-29 13:43:46,14815.2,Custom,Pending,,Managed Services,Active
CONT-003643,OPP-022106,ACC-000059,2024-11-25 13:43:46,2027-06-24 13:43:46,332180.41,Quarterly,Pending,,Outcome-Based Contracts,Active
CONT-003644,OPP-022107,ACC-000057,2022-01-11 00:00:00,2022-03-12 00:00:00,160327.9,Custom,Non-Renewed,Product Issues,Outcome-Based Contracts,Inactive
CONT-003645,OPP-022110,ACC-000041,2022-04-20 00:00:00,2022-07-19 00:00:00,393103.39,Quarterly,Non-Renewed,Poor Service,Infrastructure & Environment Setup,Inactive
CONT-003646,OPP-022115,ACC-000032,2021-09-03 00:00:00,2021-12-02 00:00:00,262266.32,Quarterly,Non-Renewed,Business Closure,Data & Analytics Services,Inactive
CONT-003647,OPP-022123,ACC-000048,2025-01-07 13:43:46,2026-07-26 13:43:46,428880.63,Annual,Auto-Renew,,Product Licensing,Active
CONT-003648,OPP-022125,ACC-000037,2023-08-22 00:00:00,2024-08-21 00:00:00,92931.91,Annual,Non-Renewed,Business Closure,Support & Maintenance,Inactive
CONT-003649,OPP-022130,ACC-000021,2024-12-24 13:43:46,2026-04-03 13:43:46,332785.53,Quarterly,Pending,,Development Projects,Active
CONT-003650,OPP-022133,ACC-000027,2024-07-25 13:43:46,2027-04-04 13:43:46,457195.02,Custom,Auto-Renew,,Outcome-Based Contracts,Active
CONT-003651,OPP-022135,ACC-000015,2024-05-16 00:00:00,2025-05-16 00:00:00,269225.75,Annual,Non-Renewed,Budget Constraints,Staff Augmentation,Inactive
CONT-003652,OPP-022140,ACC-000050,2024-12-09 13:43:46,2026-11-19 13:43:46,218172.74,Quarterly,Renewed,,Managed Services,Active
CONT-003653,OPP-022141,ACC-000054,2025-04-07 13:43:46,2027-06-18 13:43:46,460499.12,Custom,Pending,,Professional Services,Active
CONT-003654,OPP-022142,ACC-000014,2025-03-19 13:43:46,2025-11-26 13:43:46,221837.5,Annual,Renewed,,Support & Maintenance,Active
CONT-003655,OPP-022151,ACC-000021,2023-06-28 00:00:00,2024-06-27 00:00:00,444171.06,Annual,Non-Renewed,Business Closure,Professional Services,Inactive
CONT-003656,OPP-022156,ACC-000002,2021-05-06 00:00:00,2021-08-04 00:00:00,49546.28,Quarterly,Non-Renewed,Merger/Acquisition,Development Projects,Inactive
CONT-003657,OPP-022157,ACC-000037,2022-09-22 00:00:00,2023-01-20 00:00:00,290218.07,Custom,Non-Renewed,Competitor,Managed Services,Inactive
CONT-003658,OPP-022165,ACC-000003,2025-05-25 13:43:46,2025-07-21 13:43:46,140362.17,Quarterly,Auto-Renew,,Development Projects,Active
CONT-003659,OPP-022168,ACC-000052,2022-07-23 00:00:00,2023-07-23 00:00:00,405685.82,Annual,Non-Renewed,Merger/Acquisition,Product Licensing,Inactive
CONT-003660,OPP-022169,ACC-000059,2021-08-03 00:00:00,2021-11-01 00:00:00,163799.89,Quarterly,Non-Renewed,Competitor,Data & Analytics Services,Inactive
CONT-003661,OPP-022172,ACC-000047,2024-06-18 00:00:00,2025-06-18 00:00:00,235464.65,Annual,Non-Renewed,Product Issues,Infrastructure & Environment Setup,Inactive
CONT-003662,OPP-022183,ACC-000043,2025-03-21 13:43:46,2027-04-06 13:43:46,446116.55,Custom,Pending,,Professional Services,Active
CONT-003663,OPP-022190,ACC-000002,2025-05-30 13:43:46,2026-04-03 13:43:46,435824.57,Custom,Renewed,,Outcome-Based Contracts,Active
CONT-003664,OPP-022197,ACC-000001,2022-04-07 00:00:00,2022-07-06 00:00:00,83354.66,Quarterly,Non-Renewed,Business Closure,Infrastructure & Environment Setup,Inactive
CONT-003665,OPP-022206,ACC-000052,2024-10-17 13:43:46,2027-05-28 13:43:46,19967.91,Custom,Pending,,Support & Maintenance,Active
CONT-003666,OPP-022209,ACC-000001,2022-11-13 00:00:00,2022-12-13 00:00:00,412465.06,Custom,Non-Renewed,Product Issues,Outcome-Based Contracts,Inactive
CONT-003667,OPP-022211,ACC-000002,2024-07-10 13:43:46,2026-09-14 13:43:46,65413.86,Quarterly,Pending,,Product Licensing,Active
CONT-003668,OPP-022223,ACC-000061,2024-12-04 13:43:46,2025-10-24 13:43:46,469332.99,Annual,Renewed,,Infrastructure & Environment Setup,Active
CONT-003669,OPP-022231,ACC-000016,2024-09-13 00:00:00,2024-12-12 00:00:00,336176.42,Quarterly,Non-Renewed,Merger/Acquisition,Infrastructure & Environment Setup,Inactive
CONT-003670,OPP-022242,ACC-000014,2022-04-06 00:00:00,2022-07-05 00:00:00,194708.48,Quarterly,Non-Renewed,Merger/Acquisition,Infrastructure & Environment Setup,Inactive
CONT-003671,OPP-022248,ACC-000016,2024-11-17 13:43:46,2025-10-25 13:43:46,34591.57,Quarterly,Auto-Renew,,Development Projects,Active
CONT-003672,OPP-022254,ACC-000046,2024-08-07 13:43:46,2025-08-18 13:43:46,132306.83,Quarterly,Auto-Renew,,Support & Maintenance,Active
CONT-003673,OPP-022271,ACC-000055,2024-12-18 13:43:46,2025-08-06 13:43:46,96681.25,Quarterly,Auto-Renew,,Professional Services,Active
CONT-003674,OPP-022272,ACC-000015,2024-06-16 00:00:00,2025-02-11 00:00:00,251485.89,Custom,Non-Renewed,Business Closure,System Integration,Inactive
CONT-003675,OPP-022276,ACC-000023,2024-06-02 00:00:00,2024-07-02 00:00:00,12250.58,Custom,Non-Renewed,Product Issues,Product Licensing,Inactive
CONT-003676,OPP-022280,ACC-000055,2025-05-01 13:43:46,2027-02-22 13:43:46,464726.27,Custom,Pending,,Managed Services,Active
CONT-003677,OPP-022287,ACC-000019,2025-06-03 13:43:46,2026-04-29 13:43:46,113703.47,Custom,Auto-Renew,,Product Licensing,Active
CONT-003678,OPP-022289,ACC-000016,2025-03-25 13:43:46,2027-01-18 13:43:46,327990.88,Quarterly,Auto-Renew,,Development Projects,Active
CONT-003679,OPP-022298,ACC-000051,2021-07-07 00:00:00,2022-07-07 00:00:00,39602.73,Annual,Non-Renewed,Competitor,Product Licensing,Inactive
CONT-003680,OPP-022300,ACC-000006,2025-05-22 13:43:46,2026-11-04 13:43:46,280805.41,Quarterly,Pending,,Infrastructure & Environment Setup,Active
CONT-003681,OPP-022303,ACC-000028,2024-07-22 13:43:46,2025-07-09 13:43:46,418791.88,Quarterly,Renewed,,Staff Augmentation,Active
CONT-003682,OPP-022310,ACC-000048,2023-12-09 00:00:00,2024-03-08 00:00:00,230931.25,Quarterly,Non-Renewed,Product Issues,Product Licensing,Inactive
CONT-003683,OPP-022315,ACC-000024,2024-07-09 13:43:46,2026-05-18 13:43:46,414684.88,Annual,Renewed,,Product Licensing,Active
CONT-003684,OPP-022321,ACC-000033,2024-01-14 00:00:00,2024-09-10 00:00:00,155064.49,Custom,Non-Renewed,Business Closure,Development Projects,Inactive
CONT-003685,OPP-022324,ACC-000052,2024-11-24 13:43:46,2026-09-08 13:43:46,72785.36,Custom,Pending,,Support & Maintenance,Active
CONT-003686,OPP-022328,ACC-000051,2021-11-15 00:00:00,2022-02-13 00:00:00,419905.96,Quarterly,Non-Renewed,Business Closure,System Integration,Inactive
CONT-003687,OPP-022330,ACC-000061,2025-04-13 13:43:46,2025-11-13 13:43:46,291791.43,Annual,Pending,,Support & Maintenance,Active
CONT-003688,OPP-022336,ACC-000026,2025-06-19 13:43:46,2026-11-13 13:43:46,242176.02,Annual,Pending,,Support & Maintenance,Active
CONT-003689,OPP-022338,ACC-000038,2025-05-22 13:43:46,2027-02-17 13:43:46,180057.95,Quarterly,Pending,,Professional Services,Active
CONT-003690,OPP-022342,ACC-000009,2024-11-22 13:43:46,2027-04-30 13:43:46,180339.45,Annual,Auto-Renew,,Infrastructure & Environment Setup,Active
CONT-003691,OPP-022389,ACC-000039,2024-08-26 13:43:46,2026-01-15 13:43:46,357771.84,Custom,Renewed,,Development Projects,Active
CONT-003692,OPP-022390,ACC-000024,2023-08-11 00:00:00,2024-08-10 00:00:00,480895.83,Annual,Non-Renewed,Poor Service,Outcome-Based Contracts,Inactive
CONT-003693,OPP-022394,ACC-000001,2022-03-22 00:00:00,2022-06-20 00:00:00,44519.64,Quarterly,Non-Renewed,Product Issues,Data & Analytics Services,Inactive
CONT-003694,OPP-022399,ACC-000043,2025-01-30 13:43:46,2025-10-02 13:43:46,343835.91,Annual,Renewed,,Professional Services,Active
CONT-003695,OPP-022404,ACC-000036,2024-09-12 13:43:46,2026-10-10 13:43:46,206926.76,Annual,Auto-Renew,,Outcome-Based Contracts,Active
CONT-003696,OPP-022409,ACC-000031,2024-09-21 13:43:46,2026-03-27 13:43:46,18103.7,Custom,Renewed,,Infrastructure & Environment Setup,Active
CONT-003697,OPP-022419,ACC-000016,2022-09-17 00:00:00,2022-12-16 00:00:00,492788.95,Quarterly,Non-Renewed,Business Closure,Managed Services,Inactive
CONT-003698,OPP-022421,ACC-000017,2023-10-10 00:00:00,2024-10-09 00:00:00,70343.17,Annual,Non-Renewed,Competitor,Managed Services,Inactive
CONT-003699,OPP-022429,ACC-000048,2025-02-07 13:43:46,2025-08-30 13:43:46,396219.85,Annual,Renewed,,Data & Analytics Services,Active
CONT-003700,OPP-022433,ACC-000001,2024-07-20 00:00:00,2025-07-20 00:00:00,329485.47,Annual,Pending,,Professional Services,Active
CONT-003701,OPP-022440,ACC-000061,2025-02-23 13:43:46,2026-10-24 13:43:46,309486.32,Custom,Pending,,Outcome-Based Contracts,Active
CONT-003702,OPP-022457,ACC-000014,2024-09-07 13:43:46,2027-01-30 13:43:46,447756.17,Quarterly,Renewed,,Product Licensing,Active
CONT-003703,OPP-022475,ACC-000057,2021-05-16 00:00:00,2021-08-14 00:00:00,165930.75,Quarterly,Non-Renewed,Merger/Acquisition,Infrastructure & Environment Setup,Inactive
CONT-003704,OPP-022481,ACC-000040,2024-10-28 00:00:00,2025-04-26 00:00:00,108010.14,Custom,Non-Renewed,Business Closure,Infrastructure & Environment Setup,Inactive
CONT-003705,OPP-022482,ACC-000061,2024-10-12 00:00:00,2025-09-07 00:00:00,127277.52,Custom,Pending,,Development Projects,Active
CONT-003706,OPP-022485,ACC-000057,2024-07-23 13:43:46,2027-03-20 13:43:46,427652.83,Quarterly,Renewed,,Professional Services,Active
CONT-003707,OPP-022488,ACC-000021,2023-07-28 00:00:00,2024-03-24 00:00:00,77656.81,Custom,Non-Renewed,Business Closure,Data & Analytics Services,Inactive
CONT-003708,OPP-022494,ACC-000011,2023-04-04 00:00:00,2023-07-03 00:00:00,112807.03,Custom,Non-Renewed,Merger/Acquisition,Managed Services,Inactive
CONT-003709,OPP-022495,ACC-000041,2025-06-03 13:43:46,2025-08-30 13:43:46,153374.28,Custom,Renewed,,Product Licensing,Active
CONT-003710,OPP-022497,ACC-000038,2025-06-13 13:43:46,2026-11-07 13:43:46,285709.46,Quarterly,Renewed,,Staff Augmentation,Active
CONT-003711,OPP-022503,ACC-000030,2024-10-10 13:43:46,2026-03-26 13:43:46,88664.54,Annual,Renewed,,Support & Maintenance,Active
